target_institution_name,target_state,target_county,match_tier,confidence,is_hospital_taxonomy,npi,org_name,other_name,pl_addr1,pl_city,pl_state,pl_zip,taxonomy_1,taxonomy_2,is_subpart,parent_org_name,deactivation_date
Maine Medical Center (MMC),ME,Cumberland,EXACT_NAME_ZIP,0.95,True,1376847343,MAINE MEDICAL CENTER,,887 CONGRESS ST,PORTLAND,ME,041023100,282N00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.278,True,1689653487,CENTRAL MAINE MEDICAL CENTER,,300 MAIN ST,LEWISTON,ME,042407027,282N00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.278,True,1073651576,CENTRAL MAINE MEDICAL CENTER,<UNAVAIL>,300 MAIN ST,LEWISTON,ME,042407027,273Y00000X,,Y,CENTRAL MAINE MEDICAL CENTER,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.278,True,1780674580,EASTERN MAINE MEDICAL CENTER,,489 STATE ST,BANGOR,ME,044016616,282N00000X,261QE0700X,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.278,True,1780674689,EASTERN MAINE MEDICAL CENTER,,489 STATE ST,BANGOR,ME,044016616,273Y00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.278,True,1588654479,EASTERN MAINE MEDICAL CENTER,,489 STATE ST,BANGOR,ME,044016616,282N00000X,261QE0700X,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.278,True,1598755399,EASTERN MAINE MEDICAL CENTER,,489 STATE ST,BANGOR,ME,044016616,282N00000X,261QE0700X,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.278,True,1790789147,EASTERN MAINE MEDICAL CENTER,,489 STATE ST,BANGOR,ME,044016616,282N00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.217,True,1023198041,MAINE HEART CENTER,,131 CHADWICK ST,PORTLAND,ME,041023214,282N00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.167,True,1740249739,MAINE COAST REGIONAL HEALTH FACILITIES,<UNAVAIL>,50 UNION ST,ELLSWORTH,ME,046051586,282N00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.156,True,1376829598,"MAINE MOBILE HEALTH PROGRAM, INC.",,79 LEIGHTON RD,AUGUSTA,ME,043307747,261QF0400X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.152,True,1376579557,EASTERN MAINE HEALTHCARE SYSTEMS INLAND HOSPITAL,,200 KENNEDY MEMORIAL DR,WATERVILLE,ME,049014526,282N00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.122,True,1477768216,FAMILY PLANNING ASSOCIATION OF MAINE INC,,43 GABRIEL DR,AUGUSTA,ME,043307852,261QF0050X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.109,True,1891184560,EASTERN MAINE EMERGENCY VETERINARY CLINIC,,15 DIRIGO DR,BREWER,ME,044121600,282N00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.477,False,1255070041,EQ MAINE LLC,,233 VILLAGE VIEW STREET,WILTON,ME,04294,101YM0800X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.463,False,1053731026,MAINE COAST HEALTHCARE CORPORATION,,50 UNION ST,ELLSWORTH,ME,046051534,261QD0000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.294,False,1760226245,BECKET MAINE INC.,,744 OAKLAND RD,BELGRADE,ME,049173411,320800000X,322D00000X,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.294,False,1497020150,"MAINE AVENUE CORP., INC.",,270 MAINE AVE,FARMINGDALE,ME,043444514,310400000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.278,False,1861433765,CENTRAL MAINE MEDICAL CENTER,<UNAVAIL>,12 HIGH ST,LEWISTON,ME,042407676,3336S0011X,333600000X,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.278,False,1144687054,CENTRAL MAINE MEDICAL CENTER,<UNAVAIL>,593 CENTER ST,AUBURN,ME,042106323,261QU0200X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.278,False,1063136786,CENTRAL MAINE MEDICAL CENTER,,685 SABATTUS ST,LEWISTON,ME,042403831,261QU0200X,,Y,CENTRAL MAINE MEDICAL CENTER,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.278,False,1902655780,CENTRAL MAINE MEDICAL CENTER,<UNAVAIL>,685 SABATTUS ST,LEWISTON,ME,042403831,261QI0500X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.278,False,1598411175,CENTRAL MAINE MEDICAL CENTER,,23 BOWDOIN ST,MANCHESTER,ME,043513554,261QM1300X,,Y,CENTRAL MAINE MEDICAL CENTER,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.278,False,1366299026,CENTRAL MAINE MEDICAL CENTER,<UNAVAIL>,690 MINOT AVE STE 4,AUBURN,ME,042103922,261QA1903X,,Y,CENTRAL MAINE MEDICAL CENTER,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.278,False,1033874458,CENTRAL MAINE MEDICAL CENTER,,10 HIGH STREET,LEWISTON,ME,042407640,3336C0003X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.278,False,1598762056,ELRCARE MAINE LLC,,15 MAIN STREET,PENOBSCOT,ME,044760015,314000000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.278,False,1386730414,"ELRCARE MAINE, LLC",,"15 MAINE STREET, ROUTE 199",PENOBSCOT,ME,04776,313M00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.278,False,1184854630,EVENTUS MAINE LLC,<UNAVAIL>,1180 LISBON ST,LEWISTON,ME,042405059,103T00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.278,False,1558678425,EVENTUS MAINE LLC,,1180 LISBON ST,LEWISTON,ME,042405059,103TF0200X,103TC0700X,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.263,False,1528202694,ELR CARE MAINE LLC,<UNAVAIL>,327 SHUSTA RD,MADISON,ME,049504104,310400000X,,Y,ELR CARE MAINE LLC,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.263,False,1265676241,ELR CARE MAINE LLC,<UNAVAIL>,98 EAST BRIDGE STREET,WESTBROOK,ME,040923109,310400000X,,Y,ELR CARE MAINE LLC,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.263,False,1841433976,ELR CARE MAINE LLC,<UNAVAIL>,511 BRIDGE ST,WESTBROOK,ME,040923105,310400000X,,Y,ELR CARE MAINE LLC,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.263,False,1891939872,ELR CARE MAINE LLC,<UNAVAIL>,888 POND ROAD,SIDNEY,ME,04330,310400000X,,Y,ELR CARE MAINE LLC,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.263,False,1760626246,ELR CARE MAINE LLC,<UNAVAIL>,12 NORTH PENOBSCOT ROAD,PENOBSCOT,ME,04476,310400000X,,Y,ELR CARE MAINE LLC,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.263,False,1174767248,ELR CARE MAINE LLC,<UNAVAIL>,9 LEWISTON ROAD,GRAY,ME,040399534,310400000X,,Y,ELR CARE MAINE LLC,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.263,False,1902143464,IRONWOOD MAINE,,67 CAPTAIN CUSHMAN ROAD,MORRILL,ME,049525035,320800000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.263,False,1770034415,IRONWOOD MAINE,,67 CAPTAIN CUSHMAN RD,MORRILL,ME,049525035,322D00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.263,False,1710480488,MAINE HEALTH CARE STAFFING LLC,<UNAVAIL>,1 EDGEMONT DR,PRESQUE ISLE,ME,047692036,251B00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.263,False,1316242084,"MAINE HOMECARE, LLC",<UNAVAIL>,55 FODEN RD,SOUTH PORTLAND,ME,041061717,251E00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.263,False,1427602655,MAINE MATERNAL LLC,,52 BOLTON ST,PORTLAND,ME,041022502,251S00000X,261QM0801X,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.25,False,1942920533,ASPIRE365 MAINE,,26 ISLAND AVE,KITTERY,ME,039041614,101YA0400X,103TA0400X,Y,ASPIRE365,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.25,False,1881209641,CANDID MAINE PC,,415 CONGRESS ST STE 201,PORTLAND,ME,041013500,1223X0400X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.25,False,1043999592,GEROPSYCH MAINE LLC,,1582 WASHINGTON AVE,PORTLAND,ME,041032023,103TA0700X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.25,False,1336949817,MAINE ABA GROUP INC,,400 CONGRESS ST STE 300,PORTLAND,ME,041013553,103K00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.25,False,1689566036,MAINE AXIS CARE,,415 CONGRESS ST STE 301I,PORTLAND,ME,041013586,251E00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.25,False,1407442320,MAINE HOME CARE,,535 OCEAN AVE,PORTLAND,ME,041034973,251E00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.25,False,1104219963,MAINE JOB TRUST,,137 PAMELA DR,WINTHROP,ME,043644035,251S00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.238,False,1003164682,AMERICOAST MAINE LLC,,214 W MAIN ST STE 102,FORT KENT,ME,047431119,332BX2000X,,Y,COMMUNITY CARE HOLDINGS LLC,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.238,False,1578676581,"AMERICOAST MAINE, LLC",,2225 ODLIN RD,HERMON,ME,044017237,332B00000X,332BX2000X,Y,"COMMUNITY CARE HOLDINGS, LLC",
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.238,False,1972738193,"BRIDGES OF MAINE, LLC",,20 SHAKER ROAD,GRAY,ME,04039,251C00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.238,False,1659908747,COUNSEL ME MAINE,,16 TOWN HOUSE RD,WEST GARDINER,ME,043453402,101YP2500X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.238,False,1477025286,"HOSPICE OF MAINE, LLC",<UNAVAIL>,238 STATE ST STE 16,BREWER,ME,044121519,251G00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.238,False,1386652535,MAINE BEHAVIORAL HEALTHCARE,<UNAVAIL>,12 UNION ST,ROCKLAND,ME,048412739,2084P0800X,251S00000X,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.238,False,1669701066,MAINE BEHAVIORAL HEALTHCARE,<UNAVAIL>,165 LANCASTER ST,PORTLAND,ME,041012406,251B00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.238,False,1164743381,MAINE BEHAVIORAL HEALTHCARE,<UNAVAIL>,12 UNION ST,ROCKLAND,ME,048412739,251B00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.238,False,1891733309,MAINE BEHAVIORAL HEALTHCARE,<UNAVAIL>,2 SPRINGBROOK DR,BIDDEFORD,ME,040059443,261QM0801X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.238,False,1962422964,MAINE BEHAVIORAL HEALTHCARE,<UNAVAIL>,165 LANCASTER ST,PORTLAND,ME,041012406,251S00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.238,False,1326156605,MAINE GERIATRICS,<UNAVAIL>,22 W COLE RD STE 101,BIDDEFORD,ME,040059431,207RG0300X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.227,False,1922820133,AIDALY CARE MAINE LLC,<UNAVAIL>,400 CONGRESS ST,PORTLAND,ME,041013515,253Z00000X,385H00000X,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.227,False,1861026635,APEXNETWORK MAINE LLC,,12 SULLIVAN ST UNIT 116,BERWICK,ME,039012925,261QP2000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.227,False,1154594851,"CITIZENS OF MAINE, LLC",,10 DUDLEY ST,HAMPDEN,ME,044441627,251C00000X,320900000X,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.227,False,1629960737,ENTYRE CARE MAINE LLC,<UNAVAIL>,439 US ROUTE 1 STE A,YORK,ME,039091638,251E00000X,251S00000X,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.227,False,1831785369,FRESH START MAINE LLC,,157 MAIN ST STE B,LEWISTON,ME,042407007,320900000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.227,False,1164114385,MAINE CARE DENTAL LLC,,38 PORTLAND ST,FRYEBURG,ME,040371206,261QD0000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.227,False,1801990544,MAINE CENTERS FOR HEALTHCARE,<UNAVAIL>,2 CHABOT ST,WESTBROOK,ME,040924817,207RG0100X,207RG0100X,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.227,False,1710061494,"MAINE DERMATOLOGY, LLC",,2239 ATLANTIC HWY,LINCOLNVILLE,ME,048495310,207N00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.217,False,1922170901,"EASTER SEALS MAINE, INC",,14 ATLANTIC PL,SOUTH PORTLAND,ME,041062316,1041C0700X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.217,False,1801776299,ELERA HEALTH MAINE,,51 MOUNTAIN MIST LN,DIXMONT,ME,049323640,133N00000X,101YM0800X,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.217,False,1881231553,HEALTH PSYCH MAINE LLC,<UNAVAIL>,2 BIG SKY LN,WATERVILLE,ME,049014340,103TH0100X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.217,False,1134146798,"HEALTH PSYCH MAINE, LLC",,2 BIG SKY LN,WATERVILLE,ME,049014340,103TH0100X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.217,False,1053887737,LIFEWORKS OF MAINE LLC,,444 STILLWATER AVE STE 103,BANGOR,ME,044013500,1041C0700X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.217,False,1528850294,MAINE ARTS ACADEMY,<UNAVAIL>,310 CONY RD,AUGUSTA,ME,043300513,251300000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.217,False,1225672074,MAINE CONNECT CARE LLC,<UNAVAIL>,36 GUINEA RD,BIDDEFORD,ME,040059101,251E00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.217,False,1407975907,"MAINE NEUROLOGY, PA",<UNAVAIL>,49 SPRING ST,SCARBOROUGH,ME,040748926,2471M1202X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.217,False,1437182383,MAINE OPTOMETRY PA,<UNAVAIL>,14 VISTA DR STE 200,GORHAM,ME,040385884,152W00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.217,False,1538192497,MAINE OPTOMETRY PA,<UNAVAIL>,5 DEPOT ST,FREEPORT,ME,040321539,152W00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.208,False,1316171796,"AMEDISYS MAINE, PLLC",<UNAVAIL>,23 WATER ST,BANGOR,ME,044016364,251E00000X,251E00000X,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.208,False,1114079886,"LIFEFLIGHT OF MAINE, LLC",,489 STATE ST,BANGOR,ME,044016616,3416A0800X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.208,False,1346104593,MAINE ACCESS POINTS,,51 HARPSWELL RD,BRUNSWICK,ME,040112549,1041C0700X,207R00000X,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.208,False,1205334646,MAINE ACCESSIBILITY CORPORATION,,2 PRINTERS DR STE 6,HERMON,ME,044011336,332B00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.208,False,1699893784,"MAINE EYE CENTER, PA",,15 LOWELL ST,PORTLAND,ME,041022726,332B00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.208,False,1720044878,"MAINE EYE CENTER, PA",,15 LOWELL ST,PORTLAND,ME,041022776,152W00000X,152WC0802X,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.208,False,1295855948,"MAINE EYE CENTER, PA",,161 MARGINAL WAY,PORTLAND,ME,041012438,261QA1903X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.208,False,1952043911,"MAINE JOB SOLUTIONS, LLC",,128 TAUNTON DR,SULLIVAN,ME,046643020,373H00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.208,False,1194805812,"MAINE NEUROLOGY, P.A.",,49 SPRING ST,SCARBOROUGH,ME,040748926,2084N0400X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.2,False,1972544724,"CENTRAL MAINE DENTAL HEALTH CENTER, LLC",,488 SABATTUS ST,LEWISTON,ME,042404113,261QD0000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.2,False,1770431736,CLEMENTINE MAINE ABA LLC,,41 HUTCHINS DR,PORTLAND,ME,041021978,103K00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.2,False,1811230790,HEALTHY MAINE SMILES,,175 FERRY RD,LEWISTON,ME,042401101,124Q00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.2,False,1992723340,MAINE ANESTHESIOLOGY,,144 STATE ST,PORTLAND,ME,041013776,207L00000X,207LP2900X,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.2,False,1922045145,MAINE CENTERS FOR HEALTHCARE PA,,2 CHABOT ST,WESTBROOK,ME,040924817,207RH0003X,207RC0000X,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.2,False,1275593022,MAINE COAST EYE CARE,,34 OLD COUNTY RD,ROCKPORT,ME,048564004,207W00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.2,False,1427472398,MAINE ENDODONTICS PA,,221 EASTERN AVE,AUGUSTA,ME,043305930,1223E0200X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.2,False,1518591593,MAINE EYE DOCTORS PA,,25 FIRST PARK DR STE A,OAKLAND,ME,049635370,152W00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.2,False,1144692880,"MAINE GEROPSYCHOLOGY, LLC",,14 MAINE ST,BRUNSWICK,ME,040112049,261QM0850X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.2,False,1760375703,MAINE HAPPY HOMECARE LLC,,754 HOLLIS RD,HOLLIS CENTER,ME,040423813,253Z00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.2,False,1437160918,"MAINE INTERVENTIONAL, LLC",,123 MEDICAL CENTER DR,BRUNSWICK,ME,040112652,2085R0204X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.2,False,1457553182,MAINE PROSTHODONTICS,,1250 FOREST AVENUE,PORTLAND,ME,04103,1223P0700X,1223P0700X,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.2,False,1285703025,"MAINE REHABILITATIVE HEALTHCARE, LLC",,306 US ROUTE 1,SCARBOROUGH,ME,040747640,208100000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.192,False,1780905539,CARING HANDS OF MAINE,<UNAVAIL>,72 BEECHLAND RD,ELLSWORTH,ME,046052533,122300000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.192,False,1477068757,CORNERSTONES OF MAINE INC.,<UNAVAIL>,257 SOUTH ST,BIDDEFORD,ME,040052154,320800000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.192,False,1265441323,EASTERN MAINE HEALTHCARE SYSTEMS,<UNAVAIL>,364 PRITHAM AVE,GREENVILLE,ME,04441,261QR1300X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.192,False,1104834977,EASTERN MAINE HEALTHCARE SYSTEMS,<UNAVAIL>,364 PRITHAM AVENUE,GREENVILLE,ME,04441,275N00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.192,False,1841078342,"LIFE COUNSELING MAINE, LLC",,3 POSEIDONS CT,KENNEBUNK,ME,040436361,1041C0700X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.192,False,1174748446,MAINE ASSISTED LIVING LLC,<UNAVAIL>,78 SCOTT DYER RD,CAPE ELIZABETH,ME,041072200,310400000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.192,False,1437374717,MAINE ASSISTED LIVING LLC,<UNAVAIL>,392 MAIN ST,SACO,ME,040721521,310400000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.192,False,1306337290,"MAINE DENTAL BOUTIQUE, LLC",,16 COMMERCE PLZ STE 1A,WINTHROP,ME,043641562,124Q00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.192,False,1679012157,MAINE FAMILY SERVICES LLC,,95 NARRAGANSETT ST,GORHAM,ME,040381411,310400000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.192,False,1669779187,MAINE MARKETING SOUTH INC,<UNAVAIL>,352 WARREN AVE,PORTLAND,ME,041031188,332B00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1013641463,AFFINITY CARE OF MAINE LLC,,1 RUNWAY RD STE 5,SOUTH PORTLAND,ME,041066169,207QH0002X,251G00000X,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1366617680,"AMEDISYS MAINE, P.L.L.C.",<UNAVAIL>,1685 CONGRESS ST STE 100,PORTLAND,ME,041022100,251E00000X,251E00000X,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1013223361,"BRIGHTER HEIGHTS MAINE, LLC",<UNAVAIL>,70 BAYVIEW ST,YARMOUTH,ME,040966993,251S00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1477869725,"BRIGHTER HEIGHTS MAINE, LLC",<UNAVAIL>,500 US ROUTE 1,YARMOUTH,ME,040966816,251E00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1609557156,CARECONNECTMD MAINE PC,,700 MAIN ST STE 3,BANGOR,ME,044016800,208D00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1982839601,CENTRAL MAINE PHARMACY INC,<UNAVAIL>,18 CHINA RD,ALBION,ME,049106445,3336C0003X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1881719763,CITY OF PORTLAND MAINE,,103 INDIA ST,PORTLAND,ME,041014211,261QP0905X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1588990261,CITY OF PORTLAND MAINE,,272 CONGRESS ST,PORTLAND,ME,041013637,261QM0850X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1437485117,CITY OF PORTLAND MAINE,,103 INDIA ST,PORTLAND,ME,041014211,207KI0005X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1861720906,CITY OF PORTLAND MAINE,,20 PORTLAND ST,PORTLAND,ME,041012912,207KI0005X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1487896080,CITY OF PORTLAND MAINE,,166 BRACKETT ST,PORTLAND,ME,041023825,261QP0905X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1881908291,CITY OF PORTLAND MAINE,,103 INDIA ST,PORTLAND,ME,041014211,261QP0905X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1154375160,EASTERN MAINE HOMECARE,<UNAVAIL>,441 MAIN STREET SUITE 2,ELLSWORTH,ME,046050655,251E00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1932152279,EASTERN MAINE HOMECARE,<UNAVAIL>,24 LAWRENCE DRIVE,FAIRFIELD,ME,04937,251E00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1548213556,EASTERN MAINE HOMECARE,<UNAVAIL>,14 ACCESS HWY,CARIBOU,ME,047363806,251G00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1780638791,EASTERN MAINE HOMECARE,<UNAVAIL>,14 ACCESS HWY,CARIBOU,ME,047363806,251E00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1619920071,EASTERN MAINE HOMECARE,<UNAVAIL>,49 MAIN ST,PITTSFIELD,ME,049671528,251E00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1871547885,EASTERN MAINE HOMECARE,<UNAVAIL>,885 UNION ST,BANGOR,ME,044013083,251G00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1871827055,EASTERN MAINE HOMECARE,<UNAVAIL>,24 LAWRENCE AVE,FAIRFIELD,ME,049371221,251G00000X,,Y,EASTERN MAINE HOMECARE,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1164475281,EASTERN MAINE HOMECARE,<UNAVAIL>,885 UNION ST,BANGOR,ME,044013083,251E00000X,,Y,EASTERN MAIN HOMECARE,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1184677684,EASTERN MAINE HOMECARE,<UNAVAIL>,14 ACCESS HWY,CARIBOU,ME,047363806,251E00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1164477808,EASTERN MAINE HOMECARE,<UNAVAIL>,441 MAIN STREET SUITE 2,ELLSWORTH,ME,046050655,251G00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1093365827,"HOME HEALTH CARE OF NORTHERN MAINE, INC",,791 NORTH RD,BETHEL,ME,042173212,253Z00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1417785585,KIND SENIOR CARE MAINE LLC,,40 LAFAYETTE ST STE 2,YARMOUTH,ME,040966794,253Z00000X,,N,,
