batchId,itemId,listingIdOrSlug,title,currentSourceUrl,currentVerdict,recommendedAction,targetFit,whyNeedsReview
001,cmn2111jv001esb1197ufjp8u,cmn2111jv001esb1197ufjp8u,Northwell Health System,https://international.northwell.edu/consulting-advisory-services,LIKELY_WRONG_PAGE,WRONG_PAGE_REPLACE,TARGET_USCE_MATCH,Source URL contains a wrong-page hint; Recommended action: replace source URL
001,cmo33855r000t1ny9mcguc1mn,cmo33855r000t1ny9mcguc1mn,UCLA Health International Physician Observership,https://www.uclahealth.org/international-services/consulting-education-services/medical-education-training/physicians/physician-observerships,LIKELY_WRONG_PAGE,WRONG_PAGE_REPLACE,TARGET_USCE_MATCH,Source URL contains a wrong-page hint; Recommended action: replace source URL
001,cmn2111mt001msb11fzpzozyu,cmn2111mt001msb11fzpzozyu,UCLA Medical Center,https://www.uclahealth.org/international-services/medical-education-training/physicians/physician-observerships,LIKELY_WRONG_PAGE,WRONG_PAGE_REPLACE,TARGET_USCE_MATCH,Source URL contains a wrong-page hint; Recommended action: replace source URL
001,cmn2114240076sb11zfiteqrx,cmn2114240076sb11zfiteqrx,Clinical Experience Programs (CEP) — IMG Rotations,https://clinicalexperienceprograms.com/,GENERIC_HOMEPAGE,SOURCE_DEAD_REVIEW,TARGET_USCE_MATCH,Source URL is a generic institution homepage; Source did not capture (PDF or dead URL)
001,cmn2111qh001wsb111gq2cngn,cmn2111qh001wsb111gq2cngn,UC Irvine Medical Center,https://www.ucihealth.org/,GENERIC_HOMEPAGE,SOURCE_DEAD_REVIEW,TARGET_USCE_MATCH,Source URL is a generic institution homepage; Source did not capture (PDF or dead URL)
001,cmn21146x007ksb11nksfya8i,cmn21146x007ksb11nksfya8i,Albert Einstein College of Medicine — Research Fellowship,https://einsteinmed.edu/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,MAYBE_TARGET_MANUAL_REVIEW,Source URL is a generic institution homepage; Target fit ambiguous; needs human read; Recommended action: better source URL needed
001,cmn21145j007gsb11ba86v05m,cmn21145j007gsb11ba86v05m,Baylor College of Medicine — Postdoctoral Research,https://www.bcm.edu/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,MAYBE_TARGET_MANUAL_REVIEW,Source URL is a generic institution homepage; Target fit ambiguous; needs human read; Recommended action: better source URL needed
001,cmn2113vx006wsb11k7c4vies,cmn2113vx006wsb11k7c4vies,Emory University — Postdoctoral Research,https://www.ecfmg.org/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,MAYBE_TARGET_MANUAL_REVIEW,Source URL is a generic institution homepage; Target fit ambiguous; needs human read; Recommended action: better source URL needed
001,cmn2113qn006isb11ed3rrmyv,cmn2113qn006isb11ed3rrmyv,Harvard Medical School — Research Fellowship,https://postdoc.hms.harvard.edu/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,MAYBE_TARGET_MANUAL_REVIEW,Source URL is a generic institution homepage; Target fit ambiguous; needs human read; Recommended action: better source URL needed
001,cmn2113pw006gsb115grg3340,cmn2113pw006gsb115grg3340,Mayo Clinic — Research Fellowship,https://college.mayo.edu/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,MAYBE_TARGET_MANUAL_REVIEW,Source URL is a generic institution homepage; Target fit ambiguous; needs human read; Recommended action: better source URL needed
001,cmn2113sx006osb11loir1mwy,cmn2113sx006osb11loir1mwy,Mount Sinai — Postdoctoral Research,https://icahn.mssm.edu/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,MAYBE_TARGET_MANUAL_REVIEW,Source URL is a generic institution homepage; Target fit ambiguous; needs human read; Recommended action: better source URL needed
001,cmn211468007isb11z63xyocy,cmn211468007isb11z63xyocy,Northwestern Feinberg — Postdoctoral Research,https://www.feinberg.northwestern.edu/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,MAYBE_TARGET_MANUAL_REVIEW,Source URL is a generic institution homepage; Target fit ambiguous; needs human read; Recommended action: better source URL needed
001,cmn2113s6006msb118hgahh1o,cmn2113s6006msb118hgahh1o,Stanford Medicine — Postdoctoral Research,https://postdocs.stanford.edu/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,MAYBE_TARGET_MANUAL_REVIEW,Source URL is a generic institution homepage; Target fit ambiguous; needs human read; Recommended action: better source URL needed
001,cmn21143g007asb11c77awbh2,cmn21143g007asb11c77awbh2,UCSF — Postdoctoral Research,https://postdocs.ucsf.edu/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,MAYBE_TARGET_MANUAL_REVIEW,Source URL is a generic institution homepage; Target fit ambiguous; needs human read; Recommended action: better source URL needed
001,cmn2113z5006ysb11a69rap0h,cmn2113z5006ysb11a69rap0h,University of Michigan — Research Fellowship,https://medicine.umich.edu/medschool/research/postdoctoral,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,MAYBE_TARGET_MANUAL_REVIEW,Source URL is a generic institution homepage; Target fit ambiguous; needs human read; Recommended action: better source URL needed
