batchId,itemId,listingIdOrSlug,title,currentSourceUrl,currentVerdict,recommendedAction,targetFit,whyNeedsReview
003,cmn2114tp0090sb11hh3inaul,cmn2114tp0090sb11hh3inaul,MedStar Health — International Observer Program,https://www.medstarhealth.org/education,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,TARGET_USCE_MATCH,Source URL is a generic institution homepage; Recommended action: better source URL needed
003,cmn2115eb00agsb119if7wq66,cmn2115eb00agsb119if7wq66,Memorial Healthcare System,https://www.mhs.net/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,TARGET_USCE_MATCH,Source URL is a generic institution homepage; Recommended action: better source URL needed
003,cmn2115s900bcsb11io2z2cl3,cmn2115s900bcsb11io2z2cl3,Mercy Hospital — St. Louis,https://www.mercy.net/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,TARGET_USCE_MATCH,Source URL is a generic institution homepage; Recommended action: better source URL needed
003,cmn2112yq004qsb11hveu7mqi,cmn2112yq004qsb11hveu7mqi,Mercy Hospital St. Louis,https://www.mercy.net/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,TARGET_USCE_MATCH,Source URL is a generic institution homepage; Recommended action: better source URL needed
003,cmn21157p009ysb11lhl9d9fe,cmn21157p009ysb11lhl9d9fe,Metro Health — Case Western Reserve,https://www.metrohealth.org/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,TARGET_USCE_MATCH,Source URL is a generic institution homepage; Recommended action: better source URL needed
003,cmn2111ce0010sb11kh0qbbxa,cmn2111ce0010sb11kh0qbbxa,Metropolitan Hospital Center,https://www.nychealthandhospitals.org/metropolitan/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,TARGET_USCE_MATCH,Source URL is a generic institution homepage; Recommended action: better source URL needed
003,cmn211162000isb11ch7hhgdh,cmn211162000isb11ch7hhgdh,Mount Sinai Morningside / West,https://www.mountsinai.org/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,TARGET_USCE_MATCH,Source URL is a generic institution homepage; Recommended action: better source URL needed
003,cmn2114lg008ksb11hva3gw88,cmn2114lg008ksb11hva3gw88,MSU Institute for Global Health — Observership,https://ighealth.msu.edu/education/global-externship-program/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,TARGET_USCE_MATCH,Source URL is a generic institution homepage; Recommended action: better source URL needed
003,cmn21111q000csb1163kfm97r,cmn21111q000csb1163kfm97r,NewYork-Presbyterian / Columbia,https://www.nyp.org/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,TARGET_USCE_MATCH,Source URL is a generic institution homepage; Recommended action: better source URL needed
003,cmn21114k000esb11q4zw3i16,cmn21114k000esb11q4zw3i16,NewYork-Presbyterian / Weill Cornell,https://www.nyp.org/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,TARGET_USCE_MATCH,Source URL is a generic institution homepage; Recommended action: better source URL needed
003,cmn2111yi002csb110xhtoeez,cmn2111yi002csb110xhtoeez,Northwestern Memorial Hospital,https://www.nm.org/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,TARGET_USCE_MATCH,Source URL is a generic institution homepage; Recommended action: better source URL needed
003,cmn21110z000asb11hg2qwrua,cmn21110z000asb11hg2qwrua,NYU Langone Health,https://med.nyu.edu/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,TARGET_USCE_MATCH,Source URL is a generic institution homepage; Recommended action: better source URL needed
003,cmn2115f200aisb110lqohi4y,cmn2115f200aisb110lqohi4y,Ochsner Health System,https://www.ochsner.org/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,TARGET_USCE_MATCH,Source URL is a generic institution homepage; Recommended action: better source URL needed
003,cmn2115h800aosb11kx2c04ei,cmn2115h800aosb11kx2c04ei,Oregon Health & Science University (OHSU),https://www.ohsu.edu/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,TARGET_USCE_MATCH,Source URL is a generic institution homepage; Recommended action: better source URL needed
003,cmn2112ki003usb111wmk4pt8,cmn2112ki003usb111wmk4pt8,Penn Medicine (UPenn),https://www.pennmedicine.org/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,TARGET_USCE_MATCH,Source URL is a generic institution homepage; Recommended action: better source URL needed
003,cmn2115rj00basb112a50c40u,cmn2115rj00basb112a50c40u,Reading Hospital — Tower Health,https://www.towerhealth.org/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,TARGET_USCE_MATCH,Source URL is a generic institution homepage; Recommended action: better source URL needed
003,cmn21150f009ksb11e35rot4t,cmn21150f009ksb11e35rot4t,Richmond University Medical Center,https://www.rumcsi.org/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,TARGET_USCE_MATCH,Source URL is a generic institution homepage; Recommended action: better source URL needed
003,cmn211307004usb11g6ij63lj,cmn211307004usb11g6ij63lj,Robert Wood Johnson University Hospital,https://rwjms.rutgers.edu/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,TARGET_USCE_MATCH,Source URL is a generic institution homepage; Recommended action: better source URL needed
003,cmn211200002gsb116i7cgugp,cmn211200002gsb116i7cgugp,Rush University Medical Center,https://www.rushu.rush.edu/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,TARGET_USCE_MATCH,Source URL is a generic institution homepage; Recommended action: better source URL needed
003,cmn2111fx001asb114hiofz1l,cmn2111fx001asb114hiofz1l,St. Barnabas Hospital,https://www.sbhny.org/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,TARGET_USCE_MATCH,Source URL is a generic institution homepage; Recommended action: better source URL needed
003,cmn2114z5009gsb11laxdyyfc,cmn2114z5009gsb11laxdyyfc,St. John's Episcopal Hospital,https://www.ehs.org/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,TARGET_USCE_MATCH,Source URL is a generic institution homepage; Recommended action: better source URL needed
003,cmn21158f00a0sb11x9a5ozzf,cmn21158f00a0sb11x9a5ozzf,Summa Health System — Akron,https://www.summahealth.org/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,TARGET_USCE_MATCH,Source URL is a generic institution homepage; Recommended action: better source URL needed
003,cmn2113c1005ksb11e54msb6c,cmn2113c1005ksb11e54msb6c,Tulane Medical Center,https://medicine.tulane.edu/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,TARGET_USCE_MATCH,Source URL is a generic institution homepage; Recommended action: better source URL needed
003,cmn2114hw008asb1171avairi,cmn2114hw008asb1171avairi,UC San Diego — ACE Program,https://hsi.ucsd.edu/education/physicians/enhanced-clinical-skills,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,TARGET_USCE_MATCH,Source URL is a generic institution homepage; Recommended action: better source URL needed
003,cmn2114vr0096sb11tmv3xquq,cmn2114vr0096sb11tmv3xquq,UCSD — Bridge to Residency Program,https://hsi.ucsd.edu/education/physicians/bridge-to-residency-program-for-physicians,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,TARGET_USCE_MATCH,Source URL is a generic institution homepage; Recommended action: better source URL needed
003,cmn2111nj001osb1129xg34rr,cmn2111nj001osb1129xg34rr,UCSF Medical Center,https://meded.ucsf.edu/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,TARGET_USCE_MATCH,Source URL is a generic institution homepage; Recommended action: better source URL needed
003,cmn2112rm0046sb11vospyk2p,cmn2112rm0046sb11vospyk2p,UNC Hospitals,https://www.med.unc.edu/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,TARGET_USCE_MATCH,Source URL is a generic institution homepage; Recommended action: better source URL needed
003,cmn2115v300bksb11ngyv1xao,cmn2115v300bksb11ngyv1xao,University of Arkansas for Medical Sciences (UAMS),https://www.uams.edu/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,TARGET_USCE_MATCH,Source URL is a generic institution homepage; Recommended action: better source URL needed
