batchId,itemId,listingIdOrSlug,title,currentSourceUrl,currentVerdict,recommendedAction,targetFit,whyNeedsReview
005,cmo3385sw001n1ny9o3yksehw,cmo3385sw001n1ny9o3yksehw,Grady Health System Medical Education Observership,https://collaboration.acemapp.org/e-content/grady-health-system/content/9783,DEEP_PATH_NO_HINT,MANUAL_REVIEW,TARGET_USCE_MATCH,Deep URL path with no program-keyword match; Recommended action: manual review
005,cmn21152l009qsb11ui0oia7r,cmn21152l009qsb11ui0oia7r,Hackensack University Medical Center,https://www.hackensackmeridianhealth.org/,DEEP_PATH_NO_HINT,MANUAL_REVIEW,TARGET_USCE_MATCH,Deep URL path with no program-keyword match; Recommended action: manual review
005,cmn21131r004ysb11ksi9mk82,cmn21131r004ysb11ksi9mk82,Hackensack University Medical Center,https://www.hackensackmeridianhealth.org/,DEEP_PATH_NO_HINT,MANUAL_REVIEW,TARGET_USCE_MATCH,Deep URL path with no program-keyword match; Recommended action: manual review
005,cmn2115hy00aqsb11fcg85u3r,cmn2115hy00aqsb11fcg85u3r,Harbor-UCLA Medical Center,https://dhs.lacounty.gov/harbor-ucla/,DEEP_PATH_NO_HINT,MANUAL_REVIEW,TARGET_USCE_MATCH,Deep URL path with no program-keyword match; Recommended action: manual review
005,cmn21136u0056sb11aydkbtjz,cmn21136u0056sb11aydkbtjz,Indiana University Health,https://medicine.iu.edu/gme,DEEP_PATH_NO_HINT,MANUAL_REVIEW,TARGET_USCE_MATCH,Deep URL path with no program-keyword match; Recommended action: manual review
005,cmn2111dv0014sb11q1i4fjzo,cmn2111dv0014sb11q1i4fjzo,Jamaica Hospital Medical Center,https://jamaicahospital.org/graduate-medical-education/,DEEP_PATH_NO_HINT,MANUAL_REVIEW,TARGET_USCE_MATCH,Deep URL path with no program-keyword match; Recommended action: manual review
005,cmn211516009msb111n1uwpre,cmn211516009msb111n1uwpre,Jersey City Medical Center,https://www.rwjbh.org/jersey-city-medical-center/,DEEP_PATH_NO_HINT,MANUAL_REVIEW,TARGET_USCE_MATCH,Deep URL path with no program-keyword match; Recommended action: manual review
005,cmn21132h0050sb11rp8j7cny,cmn21132h0050sb11rp8j7cny,Jersey Shore University Medical Center,https://www.hackensackmeridianhealth.org/,DEEP_PATH_NO_HINT,MANUAL_REVIEW,TARGET_USCE_MATCH,Deep URL path with no program-keyword match; Recommended action: manual review
005,cmo34f39e00011nxx957icy6t,cmo34f39e00011nxx957icy6t,Johns Hopkins Visiting Medical Student Clerkship,https://www.hopkinsmedicine.org/som/offices/registrars/visiting-md,DEEP_PATH_NO_HINT,MANUAL_REVIEW,TARGET_USCE_MATCH,Deep URL path with no program-keyword match; Recommended action: manual review
005,cmn211226002msb11k9kbylwr,cmn211226002msb11k9kbylwr,Loyola University Medical Center,https://ssom.luc.edu/gme/,DEEP_PATH_NO_HINT,MANUAL_REVIEW,TARGET_USCE_MATCH,Deep URL path with no program-keyword match; Recommended action: manual review
005,cmn21116s000ksb11yj4vmreu,cmn21116s000ksb11yj4vmreu,Maimonides Medical Center,https://www.maimonides.org/gme/,DEEP_PATH_NO_HINT,MANUAL_REVIEW,TARGET_USCE_MATCH,Deep URL path with no program-keyword match; Recommended action: manual review
005,cmn21137m0058sb11p08zo591,cmn21137m0058sb11p08zo591,Medical College of Wisconsin / Froedtert Hospital,https://www.mcw.edu/education/graduate-medical-education,DEEP_PATH_NO_HINT,MANUAL_REVIEW,TARGET_USCE_MATCH,Deep URL path with no program-keyword match; Recommended action: manual review
005,cmn2112f7003gsb11qd3fut7i,cmn2112f7003gsb11qd3fut7i,Memorial Hermann Hospital / UTHealth,https://med.uth.edu/gme/,DEEP_PATH_NO_HINT,MANUAL_REVIEW,TARGET_USCE_MATCH,Deep URL path with no program-keyword match; Recommended action: manual review
005,cmn2111090008sb1118f8yxgv,cmn2111090008sb1118f8yxgv,Montefiore / Albert Einstein,https://montefioreeinstein.org/education/gme,DEEP_PATH_NO_HINT,MANUAL_REVIEW,TARGET_USCE_MATCH,Deep URL path with no program-keyword match; Recommended action: manual review
005,cmn21115b000gsb11b9n7mmxx,cmn21115b000gsb11b9n7mmxx,Mount Sinai Beth Israel,https://www.mountsinai.org/locations/beth-israel/education/graduate-medical-education,DEEP_PATH_NO_HINT,MANUAL_REVIEW,TARGET_USCE_MATCH,Deep URL path with no program-keyword match; Recommended action: manual review
005,cmn2110ys0006sb11nja16wow,cmn2110ys0006sb11nja16wow,Mount Sinai Hospital,https://www.mountsinai.org/about/international/programs,DEEP_PATH_NO_HINT,MANUAL_REVIEW,TARGET_USCE_MATCH,Deep URL path with no program-keyword match; Recommended action: manual review
005,cmn21130x004wsb112pfkq89t,cmn21130x004wsb112pfkq89t,Newark Beth Israel Medical Center,https://www.rwjbh.org/newark-beth-israel-medical-center/education/,DEEP_PATH_NO_HINT,MANUAL_REVIEW,TARGET_USCE_MATCH,Deep URL path with no program-keyword match; Recommended action: manual review
005,cmn21151v009osb11livoez3d,cmn21151v009osb11livoez3d,Newark Beth Israel Medical Center,https://www.rwjbh.org/newark-beth-israel-medical-center/,DEEP_PATH_NO_HINT,MANUAL_REVIEW,TARGET_USCE_MATCH,Deep URL path with no program-keyword match; Recommended action: manual review
005,cmo34f411000z1nxxrwp250gf,cmo34f411000z1nxxrwp250gf,NIH Medical Student Summer Opportunities to Advance Research (M-SOAR),https://www.training.nih.gov/research-training/grads/summer-internship-program-sip/m-soar/,DEEP_PATH_NO_HINT,MANUAL_REVIEW,TARGET_USCE_MATCH,Deep URL path with no program-keyword match; Recommended action: manual review
005,cmo3384p200071ny9poe15otq,cmo3384p200071ny9poe15otq,NYU Langone Visiting International Physicians Program — Orthopedic Surgery,https://med.nyu.edu/departments-institutes/orthopedic-surgery/education/visiting-international-physicians-program,DEEP_PATH_NO_HINT,MANUAL_REVIEW,TARGET_USCE_MATCH,Deep URL path with no program-keyword match; Recommended action: manual review
005,cmn21124c002ssb11sr1k6hdt,cmn21124c002ssb11sr1k6hdt,Ohio State University Wexner Medical Center,https://medicine.osu.edu/departments/office-of-global-health/international-visiting-scholars,DEEP_PATH_NO_HINT,MANUAL_REVIEW,TARGET_USCE_MATCH,Deep URL path with no program-keyword match; Recommended action: manual review
005,cmo3386di002f1ny99zepgb4w,cmo3386di002f1ny99zepgb4w,Ohio State Wexner International Visiting Scholars Program,https://medicine.osu.edu/departments/office-of-global-health/international-visiting-scholars,DEEP_PATH_NO_HINT,MANUAL_REVIEW,MAYBE_TARGET_MANUAL_REVIEW,Deep URL path with no program-keyword match; Target fit ambiguous; needs human read; Recommended action: manual review
