batchId,itemId,listingIdOrSlug,title,currentSourceUrl,currentVerdict,recommendedAction,targetFit,whyNeedsReview
004,cmn2115ud00bisb11k3wltm6f,cmn2115ud00bisb11k3wltm6f,University of Kansas Medical Center,https://www.kumc.edu/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,TARGET_USCE_MATCH,Source URL is a generic institution homepage; Recommended action: better source URL needed
004,cmn2113h5005ysb11u6inmy50,cmn2113h5005ysb11u6inmy50,University of Kentucky Medical Center,https://medicine.uky.edu/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,TARGET_USCE_MATCH,Source URL is a generic institution homepage; Recommended action: better source URL needed
004,cmn2112v6004gsb11vhhinr8a,cmn2112v6004gsb11vhhinr8a,University of Michigan Health,https://medicine.umich.edu/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,TARGET_USCE_MATCH,Source URL is a generic institution homepage; Recommended action: better source URL needed
004,cmn2115vt00bmsb11oodepaa9,cmn2115vt00bmsb11oodepaa9,University of Mississippi Medical Center,https://www.umc.edu/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,TARGET_USCE_MATCH,Source URL is a generic institution homepage; Recommended action: better source URL needed
004,cmn2112zg004ssb11ibc3ebim,cmn2112zg004ssb11ibc3ebim,University of Missouri Health Care,https://medicine.missouri.edu/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,TARGET_USCE_MATCH,Source URL is a generic institution homepage; Recommended action: better source URL needed
004,cmn2113kp0062sb11wyre9lqr,cmn2113kp0062sb11wyre9lqr,University of Nebraska Medical Center,https://www.unmc.edu/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,TARGET_USCE_MATCH,Source URL is a generic institution homepage; Recommended action: better source URL needed
004,cmn2115n200aysb11lq9efqq3,cmn2115n200aysb11lq9efqq3,University of New Mexico Hospital,https://hospitals.health.unm.edu/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,TARGET_USCE_MATCH,Source URL is a generic institution homepage; Recommended action: better source URL needed
004,cmn2115cs00acsb11onyobib8,cmn2115cs00acsb11onyobib8,University of Texas Medical Branch (UTMB),https://www.utmb.edu/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,TARGET_USCE_MATCH,Source URL is a generic institution homepage; Recommended action: better source URL needed
004,cmn2115nu00b0sb11bnr4d3ru,cmn2115nu00b0sb11bnr4d3ru,University of Utah Health,https://healthcare.utah.edu/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,TARGET_USCE_MATCH,Source URL is a generic institution homepage; Recommended action: better source URL needed
004,cmn2113ex005ssb11z7kp129f,cmn2113ex005ssb11z7kp129f,University of Virginia Health System,https://med.virginia.edu/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,TARGET_USCE_MATCH,Source URL is a generic institution homepage; Recommended action: better source URL needed
004,cmn2112fx003isb11x5b08yua,cmn2112fx003isb11x5b08yua,UT Health San Antonio,https://www.uthscsa.edu/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,TARGET_USCE_MATCH,Source URL is a generic institution homepage; Recommended action: better source URL needed
004,cmn2115bd00a8sb115h6bhehv,cmn2115bd00a8sb115h6bhehv,UT Southwestern Medical Center,https://www.utsouthwestern.edu/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,TARGET_USCE_MATCH,Source URL is a generic institution homepage; Recommended action: better source URL needed
004,cmn2112ds003csb11nwgawjyr,cmn2112ds003csb11nwgawjyr,UT Southwestern Medical Center,https://www.utsouthwestern.edu/education/graduate-medical-education/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,TARGET_USCE_MATCH,Source URL is a generic institution homepage; Recommended action: better source URL needed
004,cmn2113fn005usb11jprkbjsa,cmn2113fn005usb11jprkbjsa,VCU Health / MCV Hospitals,https://www.vcuhealth.org/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,TARGET_USCE_MATCH,Source URL is a generic institution homepage; Recommended action: better source URL needed
004,cmn2112sb0048sb11hdvon18l,cmn2112sb0048sb11hdvon18l,Wake Forest Baptist Medical Center,https://school.wakehealth.edu/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,TARGET_USCE_MATCH,Source URL is a generic institution homepage; Recommended action: better source URL needed
004,cmn2112xb004msb11lxcsbuqj,cmn2112xb004msb11lxcsbuqj,Wayne State University / Detroit Medical Center,https://www.med.wayne.edu/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,TARGET_USCE_MATCH,Source URL is a generic institution homepage; Recommended action: better source URL needed
004,cmn2111el0016sb11s4ch7y7z,cmn2111el0016sb11s4ch7y7z,Wyckoff Heights Medical Center,https://www.wyckoffhospital.org/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,TARGET_USCE_MATCH,Source URL is a generic institution homepage; Recommended action: better source URL needed
004,cmn2114zu009isb116spgam3g,cmn2114zu009isb116spgam3g,Wyckoff Heights Medical Center,https://www.wyckoffhospital.org/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,TARGET_USCE_MATCH,Source URL is a generic institution homepage; Recommended action: better source URL needed
004,cmn21135e0052sb11ny77telu,cmn21135e0052sb11ny77telu,Yale-New Haven Hospital,https://medicine.yale.edu/,GENERIC_HOMEPAGE,NEEDS_BETTER_SOURCE,TARGET_USCE_MATCH,Source URL is a generic institution homepage; Recommended action: better source URL needed
004,cmn2112uj004esb119x368xuh,cmn2112uj004esb119x368xuh,Augusta University Medical Center (MCG),https://www.augusta.edu/mcg/,DEEP_PATH_NO_HINT,MANUAL_REVIEW,TARGET_USCE_MATCH,Deep URL path with no program-keyword match; Recommended action: manual review
004,cmn2112wn004ksb119xp19fdc,cmn2112wn004ksb119xp19fdc,Beaumont Hospital (Corewell Health),https://www.beaumont.org/medical-education/graduate-medical-education,DEEP_PATH_NO_HINT,MANUAL_REVIEW,TARGET_USCE_MATCH,Deep URL path with no program-keyword match; Recommended action: manual review
004,cmo33864p00231ny906n8z8bp,cmo33864p00231ny906n8z8bp,Brigham & Women's Global Emergency Medicine & Critical Care Training,https://www.brighamandwomens.org/emergency-medicine/critical-care/global-training-program,DEEP_PATH_NO_HINT,MANUAL_REVIEW,TARGET_USCE_MATCH,Deep URL path with no program-keyword match; Recommended action: manual review
